"Description","masalpha","yr","stratum","pop","se_pop"
"Scaup","scau",2002,18,110459.67,29698.08
"American wigeon","amwi",2002,20,24987.85,8003.30
"Northern pintail","nopi",2002,20,24288.33,10921.63
"Ring-Necked Duck","rndu",2002,20,829.52,562.88
"Scaup","scau",2002,20,8033.17,2828.85
"American wigeon","amwi",2002,21,25786.17,8968.37
"Northern pintail","nopi",2002,21,1896.70,1423.53
"Ring-Necked Duck","rndu",2002,21,94260.14,21846.49
"Scaup","scau",2002,21,89886.78,29003.69
"American wigeon","amwi",2002,22,20862.59,8497.35
"Northern pintail","nopi",2002,22,0.00,0.00
"Ring-Necked Duck","rndu",2002,22,86977.39,15027.35
"Scaup","scau",2002,22,60285.94,27805.89
"American wigeon","amwi",2002,23,50013.74,15623.94
"Northern pintail","nopi",2002,23,0.00,0.00
"Ring-Necked Duck","rndu",2002,23,188212.84,58952.11
"Scaup","scau",2002,23,65902.52,14216.91
"American wigeon","amwi",2002,24,78477.45,20050.76
"Northern pintail","nopi",2002,24,7133.39,6251.52
"Ring-Necked Duck","rndu",2002,24,158362.81,29869.17
"Scaup","scau",2002,24,138387.28,26153.15
"American wigeon","amwi",2002,25,21985.27,7590.00
"Northern pintail","nopi",2002,25,2409.84,1462.70
"Ring-Necked Duck","rndu",2002,25,63339.88,17545.51
"Scaup","scau",2002,25,18946.92,7358.46
"American wigeon","amwi",2002,26,45938.06,20530.15
"Northern pintail","nopi",2002,26,24811.78,9984.42
"Ring-Necked Duck","rndu",2002,26,3962.65,2009.67
"Scaup","scau",2002,26,116767.85,78814.68
"American wigeon","amwi",2002,27,13355.65,4609.72
"Northern pintail","nopi",2002,27,10339.91,2881.30
"Ring-Necked Duck","rndu",2002,27,971.04,501.46
"Scaup","scau",2002,27,21487.94,11050.66
"American wigeon","amwi",2002,28,7364.98,3171.54
"Northern pintail","nopi",2002,28,15845.42,4716.13
"Ring-Necked Duck","rndu",2002,28,1570.74,1240.76
"Scaup","scau",2002,28,5176.81,1470.19
"American wigeon","amwi",2002,29,10820.77,2281.90
"Northern pintail","nopi",2002,29,21987.04,9638.91
"Ring-Necked Duck","rndu",2002,29,1025.67,695.69
"Scaup","scau",2002,29,3042.35,1286.63
"American wigeon","amwi",2002,30,28984.21,18534.95
"Northern pintail","nopi",2002,30,4479.75,3045.88
"Ring-Necked Duck","rndu",2002,30,12508.11,7876.19
"Scaup","scau",2002,30,35960.95,14660.05
"American wigeon","amwi",2002,31,9791.08,3625.80
"Northern pintail","nopi",2002,31,1351.15,1328.68
"Ring-Necked Duck","rndu",2002,31,2515.08,1226.31
"Scaup","scau",2002,31,18847.70,13596.32
"American wigeon","amwi",2002,32,72553.02,20363.37
"Northern pintail","nopi",2002,32,60597.89,30998.28
"Ring-Necked Duck","rndu",2002,32,4329.64,2117.16
"Scaup","scau",2002,32,50747.00,21208.05
"American wigeon","amwi",2002,33,9632.80,3849.81
"Northern pintail","nopi",2002,33,28497.15,15680.81
"Ring-Necked Duck","rndu",2002,33,0.00,0.00
"Scaup","scau",2002,33,7653.37,6329.16
"American wigeon","amwi",2002,34,26356.67,5788.82
"Northern pintail","nopi",2002,34,37049.14,7865.97
"Ring-Necked Duck","rndu",2002,34,1219.87,764.48
"Scaup","scau",2002,34,19979.15,8057.02
"American wigeon","amwi",2002,35,27161.55,13313.33
"Northern pintail","nopi",2002,35,49866.36,20049.07
"Ring-Necked Duck","rndu",2002,35,9099.21,6688.90
"Scaup","scau",2002,35,16492.93,10873.32
"American wigeon","amwi",2002,37,4715.13,2728.94
"Northern pintail","nopi",2002,37,6770.51,3973.22
"Ring-Necked Duck","rndu",2002,37,2764.27,1633.32
"Scaup","scau",2002,37,19213.55,3498.95
"American wigeon","amwi",2002,38,1415.29,1618.99
"Northern pintail","nopi",2002,38,2032.23,826.07
"Ring-Necked Duck","rndu",2002,38,0.00,0.00
"Scaup","scau",2002,38,1093.76,828.41
"American wigeon","amwi",2002,39,3826.16,989.71
"Northern pintail","nopi",2002,39,7770.13,2044.63
"Ring-Necked Duck","rndu",2002,39,11536.00,4970.00
"Scaup","scau",2002,39,14803.89,5634.02
"American wigeon","amwi",2002,40,10653.74,3628.44
"Northern pintail","nopi",2002,40,14746.12,6333.21
"Ring-Necked Duck","rndu",2002,40,14744.23,7120.66
"Scaup","scau",2002,40,10380.75,3036.21
"American wigeon","amwi",2002,41,14984.95,5063.95
"Northern pintail","nopi",2002,41,34625.70,9390.62
"Ring-Necked Duck","rndu",2002,41,1145.39,953.32
"Scaup","scau",2002,41,10360.63,3223.64
"American wigeon","amwi",2002,42,13573.02,4274.54
"Northern pintail","nopi",2002,42,12327.41,2803.82
"Ring-Necked Duck","rndu",2002,42,0.00,0.00
"Scaup","scau",2002,42,10249.31,4301.29
"American wigeon","amwi",2002,43,9603.86,2465.16
"Northern pintail","nopi",2002,43,29804.72,7614.35
"Ring-Necked Duck","rndu",2002,43,3116.12,1727.85
"Scaup","scau",2002,43,18555.51,10883.20
"American wigeon","amwi",2002,44,8786.86,3617.73
"Northern pintail","nopi",2002,44,25608.77,6756.58
"Ring-Necked Duck","rndu",2002,44,316.78,306.73
"Scaup","scau",2002,44,10547.74,4573.51
"American wigeon","amwi",2002,45,58249.52,14700.79
"Northern pintail","nopi",2002,45,132053.14,30089.30
"Ring-Necked Duck","rndu",2002,45,8410.94,3682.33
"Scaup","scau",2002,45,66879.94,22449.84
"American wigeon","amwi",2002,46,19652.33,5490.29
"Northern pintail","nopi",2002,46,65837.56,14970.06
"Ring-Necked Duck","rndu",2002,46,11236.85,4409.27
"Scaup","scau",2002,46,51352.40,12302.99
"American wigeon","amwi",2002,47,0.00,0.00
"Northern pintail","nopi",2002,47,0.00,0.00
"Ring-Necked Duck","rndu",2002,47,0.00,0.00
"Scaup","scau",2002,47,0.00,0.00
"American wigeon","amwi",2002,48,19883.40,7932.93
"Northern pintail","nopi",2002,48,44646.86,9069.68
"Ring-Necked Duck","rndu",2002,48,9240.21,3896.74
"Scaup","scau",2002,48,45570.78,18262.52
"American wigeon","amwi",2002,49,4367.03,2188.88
"Northern pintail","nopi",2002,49,17820.32,3911.52
"Ring-Necked Duck","rndu",2002,49,3757.37,1671.68
"Scaup","scau",2002,49,10433.89,3015.15
"American wigeon","amwi",2002,50,5367.34,5373.82
"Northern pintail","nopi",2002,50,0.00,0.00
"Ring-Necked Duck","rndu",2002,50,580944.83,129449.55
"Scaup","scau",2002,50,4604.91,4481.48
"American wigeon","amwi",2002,51,3842.96,2513.15
"Northern pintail","nopi",2002,51,0.00,0.00
"Ring-Necked Duck","rndu",2002,51,133802.02,38623.91
"Scaup","scau",2002,51,18958.13,17071.05
"American wigeon","amwi",2002,52,1422.45,1515.53
"Northern pintail","nopi",2002,52,0.00,0.00
"Ring-Necked Duck","rndu",2002,52,56989.81,21762.24
"Scaup","scau",2002,52,0.00,0.00
"American wigeon","amwi",2002,53,0.00,0.00
"Northern pintail","nopi",2002,53,0.00,0.00
"Ring-Necked Duck","rndu",2002,53,28526.24,20640.53
"Scaup","scau",2002,53,0.00,0.00
"American wigeon","amwi",2002,54,666.17,695.77
"Northern pintail","nopi",2002,54,0.00,0.00
"Ring-Necked Duck","rndu",2002,54,16737.84,14657.03
"Scaup","scau",2002,54,0.00,0.00
"American wigeon","amwi",2002,55,0.00,0.00
"Northern pintail","nopi",2002,55,0.00,0.00
"Ring-Necked Duck","rndu",2002,55,2835.66,2317.73
"Scaup","scau",2002,55,0.00,0.00
"American wigeon","amwi",2002,56,5885.83,5495.28
"Northern pintail","nopi",2002,56,0.00,0.00
"Ring-Necked Duck","rndu",2002,56,9992.06,3921.93
"Scaup","scau",2002,56,0.00,0.00
"American wigeon","amwi",2002,57,5118.84,2225.71
"Northern pintail","nopi",2002,57,3006.33,3292.85
"Ring-Necked Duck","rndu",2002,57,45187.91,14099.87
"Scaup","scau",2002,57,32448.06,8365.23
"American wigeon","amwi",2002,62,16565.68,13647.81
"Northern pintail","nopi",2002,62,5144.74,2719.07
"Ring-Necked Duck","rndu",2002,62,37042.15,13925.51
"Scaup","scau",2002,62,0.00,0.00
"American wigeon","amwi",2002,63,22338.32,14837.19
"Northern pintail","nopi",2002,63,1734.38,845.07
"Ring-Necked Duck","rndu",2002,63,16517.92,8537.09
"Scaup","scau",2002,63,0.00,0.00
"American wigeon","amwi",2002,64,0.00,0.00
"Northern pintail","nopi",2002,64,0.00,0.00
"Ring-Necked Duck","rndu",2002,64,17587.24,5911.44
"Scaup","scau",2002,64,0.00,0.00
"American wigeon","amwi",2002,65,0.00,0.00
"Northern pintail","nopi",2002,65,0.00,0.00
"Ring-Necked Duck","rndu",2002,65,0.00,0.00
"Scaup","scau",2002,65,0.00,0.00
"American wigeon","amwi",2002,66,1510.08,1418.44
"Northern pintail","nopi",2002,66,703.47,683.08
"Ring-Necked Duck","rndu",2002,66,28138.88,6657.43
"Scaup","scau",2002,66,0.00,0.00
"American wigeon","amwi",2002,67,0.00,0.00
"Northern pintail","nopi",2002,67,32674.98,19807.91
"Ring-Necked Duck","rndu",2002,67,21338.76,10756.17
"Scaup","scau",2002,67,2978.20,2077.94
"American wigeon","amwi",2002,68,34335.12,14240.21
"Northern pintail","nopi",2002,68,0.00,0.00
"Ring-Necked Duck","rndu",2002,68,29789.62,13785.77
"Scaup","scau",2002,68,72318.23,41344.41
"American wigeon","amwi",2002,69,0.00,0.00
"Northern pintail","nopi",2002,69,2248.74,2248.74
"Ring-Necked Duck","rndu",2002,69,16704.92,8052.88
"Scaup","scau",2002,69,41846.86,17880.37
"American wigeon","amwi",2002,75,16010.39,8905.71
"Northern pintail","nopi",2002,75,3839.44,2303.99
"Ring-Necked Duck","rndu",2002,75,2748.37,1780.94
"Scaup","scau",2002,75,70925.28,16148.85
"American wigeon","amwi",2002,76,29359.03,5167.90
"Northern pintail","nopi",2002,76,11621.01,2198.38
"Ring-Necked Duck","rndu",2002,76,3940.39,3408.54
"Scaup","scau",2002,76,73231.48,27623.65
"American wigeon","amwi",2002,77,227931.30,44819.21
"Northern pintail","nopi",2002,77,12496.94,6559.97
"Ring-Necked Duck","rndu",2002,77,115678.99,38896.44
"Scaup","scau",2002,77,266276.62,110428.76
"American wigeon","amwi",2003,1,3212.00,1400.77
"Northern pintail","nopi",2003,1,3589.30,2460.44
"Ring-Necked Duck","rndu",2003,1,1768.80,724.33
"Scaup","scau",2003,1,6906.90,5269.14
"American wigeon","amwi",2003,2,30933.75,9774.34
"Northern pintail","nopi",2003,2,4894.50,1540.17
"Ring-Necked Duck","rndu",2003,2,3919.50,1305.52
"Scaup","scau",2003,2,51733.50,10335.22
"American wigeon","amwi",2003,3,119321.81,30175.51
"Northern pintail","nopi",2003,3,37490.27,12425.71
"Ring-Necked Duck","rndu",2003,3,21525.27,11065.91
"Scaup","scau",2003,3,76551.68,41738.11
"American wigeon","amwi",2003,4,299099.25,55851.57
"Northern pintail","nopi",2003,4,107076.60,20983.20
"Ring-Necked Duck","rndu",2003,4,50471.10,16889.45
"Scaup","scau",2003,4,224078.40,59355.89
"American wigeon","amwi",2003,5,66280.68,15541.96
"Northern pintail","nopi",2003,5,32972.27,6894.97
"Ring-Necked Duck","rndu",2003,5,1863.81,504.49
"Scaup","scau",2003,5,21939.27,7149.70
"American wigeon","amwi",2003,6,39283.12,7442.34
"Northern pintail","nopi",2003,6,26885.23,6922.42
"Ring-Necked Duck","rndu",2003,6,6592.80,1789.61
"Scaup","scau",2003,6,22386.00,4832.52
"American wigeon","amwi",2003,7,8760.00,1137.99
"Northern pintail","nopi",2003,7,1656.60,1098.03
"Ring-Necked Duck","rndu",2003,7,2251.20,1103.58
"Scaup","scau",2003,7,3094.00,1503.13
"American wigeon","amwi",2003,8,74379.13,23697.03
"Northern pintail","nopi",2003,8,81395.21,22384.12
"Ring-Necked Duck","rndu",2003,8,0.00,0.00
"Scaup","scau",2003,8,108411.45,31828.89
"American wigeon","amwi",2003,9,212930.95,30291.03
"Northern pintail","nopi",2003,9,353227.53,43578.64
"Ring-Necked Duck","rndu",2003,9,3701.49,2335.15
"Scaup","scau",2003,9,310002.53,46816.13
"American wigeon","amwi",2003,10,16896.00,11744.84
"Northern pintail","nopi",2003,10,125393.12,40607.83
"Ring-Necked Duck","rndu",2003,10,0.00,0.00
"Scaup","scau",2003,10,27333.62,14330.13
"American wigeon","amwi",2003,11,92020.00,24412.65
"Northern pintail","nopi",2003,11,56431.35,16888.92
"Ring-Necked Duck","rndu",2003,11,1792.25,966.06
"Scaup","scau",2003,11,72278.50,16705.72
"American wigeon","amwi",2003,12,56410.95,15701.77
"Northern pintail","nopi",2003,12,17176.21,3109.43
"Ring-Necked Duck","rndu",2003,12,2199.83,668.76
"Scaup","scau",2003,12,44987.68,9934.97
"American wigeon","amwi",2003,13,120882.82,37728.94
"Northern pintail","nopi",2003,13,10939.25,4271.96
"Ring-Necked Duck","rndu",2003,13,551.07,551.07
"Scaup","scau",2003,13,65609.45,13696.25
"American wigeon","amwi",2003,14,191646.46,56007.94
"Northern pintail","nopi",2003,14,49138.44,12827.88
"Ring-Necked Duck","rndu",2003,14,1747.33,1757.31
"Scaup","scau",2003,14,459862.83,83806.18
"American wigeon","amwi",2003,15,23212.52,17570.44
"Northern pintail","nopi",2003,15,4971.44,1305.06
"Ring-Necked Duck","rndu",2003,15,9391.53,7100.44
"Scaup","scau",2003,15,173336.97,23614.03
"American wigeon","amwi",2003,16,37996.65,27235.77
"Northern pintail","nopi",2003,16,32551.08,19053.03
"Ring-Necked Duck","rndu",2003,16,0.00,0.00
"Scaup","scau",2003,16,320866.77,98786.56
"American wigeon","amwi",2003,17,163312.35,49699.62
"Northern pintail","nopi",2003,17,29147.26,4918.10
"Ring-Necked Duck","rndu",2003,17,57264.51,26799.50
"Scaup","scau",2003,17,214544.70,78283.78
"American wigeon","amwi",2003,18,45336.31,34195.76
"Northern pintail","nopi",2003,18,2774.20,3325.56
"Ring-Necked Duck","rndu",2003,18,56599.99,26029.54
"Scaup","scau",2003,18,199424.49,83426.03
"American wigeon","amwi",2003,20,31074.64,14431.09
"Northern pintail","nopi",2003,20,9605.55,2532.98
"Ring-Necked Duck","rndu",2003,20,7465.71,3428.58
"Scaup","scau",2003,20,5552.34,3003.06
"American wigeon","amwi",2003,21,31091.46,11344.89
"Northern pintail","nopi",2003,21,603.49,597.76
"Ring-Necked Duck","rndu",2003,21,41223.87,12228.80
"Scaup","scau",2003,21,64463.07,15103.49
"American wigeon","amwi",2003,22,22948.85,10142.35
"Northern pintail","nopi",2003,22,1943.76,1197.63
"Ring-Necked Duck","rndu",2003,22,37715.86,10379.82
"Scaup","scau",2003,22,71137.41,41849.56
"American wigeon","amwi",2003,23,26269.84,12655.20
"Northern pintail","nopi",2003,23,0.00,0.00
"Ring-Necked Duck","rndu",2003,23,84321.14,19995.84
"Scaup","scau",2003,23,76062.93,24195.89
"American wigeon","amwi",2003,24,107656.41,30786.82
"Northern pintail","nopi",2003,24,2662.92,1801.66
"Ring-Necked Duck","rndu",2003,24,156064.51,40696.68
"Scaup","scau",2003,24,112983.92,25478.56
"American wigeon","amwi",2003,25,800.90,170.75
"Northern pintail","nopi",2003,25,396.93,387.03
"Ring-Necked Duck","rndu",2003,25,23092.25,8271.75
"Scaup","scau",2003,25,29676.85,7748.06
"American wigeon","amwi",2003,26,59486.45,16519.93
"Northern pintail","nopi",2003,26,37668.46,11934.89
"Ring-Necked Duck","rndu",2003,26,3968.53,1773.03
"Scaup","scau",2003,26,98348.32,39925.11
"American wigeon","amwi",2003,27,19987.48,6019.42
"Northern pintail","nopi",2003,27,53596.41,14722.94
"Ring-Necked Duck","rndu",2003,27,1446.26,1491.08
"Scaup","scau",2003,27,28276.90,10830.67
"American wigeon","amwi",2003,28,23036.19,5165.80
"Northern pintail","nopi",2003,28,86637.36,31390.63
"Ring-Necked Duck","rndu",2003,28,6433.49,2501.02
"Scaup","scau",2003,28,28843.73,7368.54
"American wigeon","amwi",2003,29,29095.02,8651.93
"Northern pintail","nopi",2003,29,74046.50,21556.43
"Ring-Necked Duck","rndu",2003,29,19248.14,8913.60
"Scaup","scau",2003,29,16583.33,5967.27
"American wigeon","amwi",2003,30,34101.77,12252.94
"Northern pintail","nopi",2003,30,31200.28,16914.02
"Ring-Necked Duck","rndu",2003,30,399.61,392.68
"Scaup","scau",2003,30,32272.87,13673.46
"American wigeon","amwi",2003,31,26900.71,11123.96
"Northern pintail","nopi",2003,31,35383.24,30589.42
"Ring-Necked Duck","rndu",2003,31,9642.31,5493.94
"Scaup","scau",2003,31,47784.82,20851.76
"American wigeon","amwi",2003,32,110395.87,27366.71
"Northern pintail","nopi",2003,32,570234.38,114995.00
"Ring-Necked Duck","rndu",2003,32,6552.24,3672.58
"Scaup","scau",2003,32,121386.21,36114.14
"American wigeon","amwi",2003,33,14984.34,3650.51
"Northern pintail","nopi",2003,33,185351.51,76447.63
"Ring-Necked Duck","rndu",2003,33,0.00,0.00
"Scaup","scau",2003,33,12493.10,4334.21
"American wigeon","amwi",2003,34,17506.03,3745.09
"Northern pintail","nopi",2003,34,90443.29,17582.72
"Ring-Necked Duck","rndu",2003,34,5561.95,2407.88
"Scaup","scau",2003,34,26642.20,5888.07
"American wigeon","amwi",2003,35,14975.28,3161.42
"Northern pintail","nopi",2003,35,80761.09,16281.17
"Ring-Necked Duck","rndu",2003,35,5056.27,2436.42
"Scaup","scau",2003,35,10778.23,5092.52
"American wigeon","amwi",2003,36,0.00,0.00
"Northern pintail","nopi",2003,36,0.00,0.00
"Ring-Necked Duck","rndu",2003,36,697.14,801.10
"Scaup","scau",2003,36,1764.71,399.81
"American wigeon","amwi",2003,37,1295.41,844.58
"Northern pintail","nopi",2003,37,2568.10,939.44
"Ring-Necked Duck","rndu",2003,37,14940.17,3952.70
"Scaup","scau",2003,37,11107.59,5263.87
"American wigeon","amwi",2003,38,370.31,423.61
"Northern pintail","nopi",2003,38,1468.27,1679.30
"Ring-Necked Duck","rndu",2003,38,12424.40,14178.27
"Scaup","scau",2003,38,1663.24,1263.90
"American wigeon","amwi",2003,39,8390.41,2173.66
"Northern pintail","nopi",2003,39,19657.94,5430.21
"Ring-Necked Duck","rndu",2003,39,4198.59,1445.23
"Scaup","scau",2003,39,26083.55,9732.54
"American wigeon","amwi",2003,40,5703.13,1796.42
"Northern pintail","nopi",2003,40,15546.06,5195.20
"Ring-Necked Duck","rndu",2003,40,7723.56,2183.43
"Scaup","scau",2003,40,7956.23,2669.10
"American wigeon","amwi",2003,41,19593.28,7497.40
"Northern pintail","nopi",2003,41,74293.09,31204.17
"Ring-Necked Duck","rndu",2003,41,386.54,386.22
"Scaup","scau",2003,41,11838.89,3276.49
"American wigeon","amwi",2003,42,11139.65,2604.43
"Northern pintail","nopi",2003,42,20657.55,4943.12
"Ring-Necked Duck","rndu",2003,42,0.00,0.00
"Scaup","scau",2003,42,12783.29,9433.46
"American wigeon","amwi",2003,43,3378.04,915.03
"Northern pintail","nopi",2003,43,13195.61,3803.21
"Ring-Necked Duck","rndu",2003,43,2342.25,2401.82
"Scaup","scau",2003,43,8465.84,6194.18
"American wigeon","amwi",2003,44,9286.31,2884.53
"Northern pintail","nopi",2003,44,13620.88,3043.89
"Ring-Necked Duck","rndu",2003,44,1122.52,1084.68
"Scaup","scau",2003,44,1993.03,1495.39
"American wigeon","amwi",2003,45,48633.20,14019.65
"Northern pintail","nopi",2003,45,87416.50,32561.57
"Ring-Necked Duck","rndu",2003,45,1857.86,865.53
"Scaup","scau",2003,45,70962.25,19099.37
"American wigeon","amwi",2003,46,14303.91,5370.59
"Northern pintail","nopi",2003,46,15483.82,4004.17
"Ring-Necked Duck","rndu",2003,46,6401.04,2711.54
"Scaup","scau",2003,46,61309.43,16706.15
"American wigeon","amwi",2003,47,0.00,0.00
"Northern pintail","nopi",2003,47,0.00,0.00
"Ring-Necked Duck","rndu",2003,47,0.00,0.00
"Scaup","scau",2003,47,0.00,0.00
"American wigeon","amwi",2003,48,13659.44,3998.44
"Northern pintail","nopi",2003,48,20372.08,6063.14
"Ring-Necked Duck","rndu",2003,48,6701.54,2713.55
"Scaup","scau",2003,48,32297.16,10186.84
"American wigeon","amwi",2003,49,4050.07,1355.39
"Northern pintail","nopi",2003,49,5033.66,1495.75
"Ring-Necked Duck","rndu",2003,49,1096.29,549.42
"Scaup","scau",2003,49,2706.32,1433.33
"American wigeon","amwi",2003,50,2683.67,2686.91
"Northern pintail","nopi",2003,50,0.00,0.00
"Ring-Necked Duck","rndu",2003,50,350540.14,82762.19
"Scaup","scau",2003,50,0.00,0.00
"American wigeon","amwi",2003,51,1921.48,1948.77
"Northern pintail","nopi",2003,51,1107.34,1107.72
"Ring-Necked Duck","rndu",2003,51,92664.13,26687.76
"Scaup","scau",2003,51,0.00,0.00
"American wigeon","amwi",2003,52,0.00,0.00
"Northern pintail","nopi",2003,52,0.00,0.00
"Ring-Necked Duck","rndu",2003,52,29460.83,8258.62
"Scaup","scau",2003,52,6840.37,4897.35
"American wigeon","amwi",2003,53,0.00,0.00
"Northern pintail","nopi",2003,53,0.00,0.00
"Ring-Necked Duck","rndu",2003,53,291.08,281.46
"Scaup","scau",2003,53,6746.25,4866.13
"American wigeon","amwi",2003,54,4663.25,4735.89
"Northern pintail","nopi",2003,54,0.00,0.00
"Ring-Necked Duck","rndu",2003,54,6333.23,3661.64
"Scaup","scau",2003,54,2766.70,2588.16
"American wigeon","amwi",2003,55,0.00,0.00
"Northern pintail","nopi",2003,55,0.00,0.00
"Ring-Necked Duck","rndu",2003,55,7527.52,3264.96
"Scaup","scau",2003,55,0.00,0.00
"American wigeon","amwi",2003,56,8408.33,7850.40
"Northern pintail","nopi",2003,56,1975.31,1841.99
"Ring-Necked Duck","rndu",2003,56,31118.15,8396.45
"Scaup","scau",2003,56,0.00,0.00
"American wigeon","amwi",2003,62,0.00,0.00
"Northern pintail","nopi",2003,62,514.47,506.91
"Ring-Necked Duck","rndu",2003,62,15802.34,6971.28
"Scaup","scau",2003,62,0.00,0.00
"American wigeon","amwi",2003,63,18615.26,11191.32
"Northern pintail","nopi",2003,63,0.00,0.00
"Ring-Necked Duck","rndu",2003,63,10835.07,6918.10
"Scaup","scau",2003,63,0.00,0.00
"American wigeon","amwi",2003,64,2239.58,1638.42
"Northern pintail","nopi",2003,64,521.65,512.63
"Ring-Necked Duck","rndu",2003,64,15751.34,8460.75
"Scaup","scau",2003,64,0.00,0.00
"American wigeon","amwi",2003,65,941.09,484.54
"Northern pintail","nopi",2003,65,0.00,0.00
"Ring-Necked Duck","rndu",2003,65,3651.77,2087.72
"Scaup","scau",2003,65,0.00,0.00
"American wigeon","amwi",2003,66,3023.51,3210.82
"Northern pintail","nopi",2003,66,5634.01,3364.02
"Ring-Necked Duck","rndu",2003,66,14889.88,4715.21
"Scaup","scau",2003,66,0.00,0.00
"American wigeon","amwi",2003,67,2862.88,2764.18
"Northern pintail","nopi",2003,67,13336.72,3662.98
"Ring-Necked Duck","rndu",2003,67,34294.44,9536.16
"Scaup","scau",2003,67,4467.30,2617.49
"American wigeon","amwi",2003,68,2580.20,2577.64
"Northern pintail","nopi",2003,68,3605.95,2606.87
"Ring-Necked Duck","rndu",2003,68,113142.28,31405.81
"Scaup","scau",2003,68,13420.66,6162.32
"American wigeon","amwi",2003,69,33790.28,28936.93
"Northern pintail","nopi",2003,69,2248.74,2248.74
"Ring-Necked Duck","rndu",2003,69,23519.19,19463.53
"Scaup","scau",2003,69,66954.97,18664.19
"American wigeon","amwi",2003,75,16239.60,6174.73
"Northern pintail","nopi",2003,75,6108.67,2013.96
"Ring-Necked Duck","rndu",2003,75,32920.90,12230.89
"Scaup","scau",2003,75,67942.44,16268.59
"American wigeon","amwi",2003,76,21520.91,7264.12
"Northern pintail","nopi",2003,76,12189.69,4313.03
"Ring-Necked Duck","rndu",2003,76,3814.09,2294.12
"Scaup","scau",2003,76,70352.08,25423.90
"American wigeon","amwi",2003,77,198974.91,70956.25
"Northern pintail","nopi",2003,77,12371.97,4716.02
"Ring-Necked Duck","rndu",2003,77,152696.26,65022.10
"Scaup","scau",2003,77,158582.52,44290.90
"American wigeon","amwi",2004,1,10840.50,6172.61
"Northern pintail","nopi",2004,1,2761.00,1153.00
"Ring-Necked Duck","rndu",2004,1,2432.10,1032.06
"Scaup","scau",2004,1,4704.70,994.64
"American wigeon","amwi",2004,2,15877.50,4095.42
"Northern pintail","nopi",2004,2,4894.50,1731.27
"Ring-Necked Duck","rndu",2004,2,6331.50,3058.03
"Scaup","scau",2004,2,31122.00,6299.79
"American wigeon","amwi",2004,3,105949.54,27272.23
"Northern pintail","nopi",2004,3,28294.54,8715.54
"Ring-Necked Duck","rndu",2004,3,12745.22,3831.26
"Scaup","scau",2004,3,71037.90,33503.44
"American wigeon","amwi",2004,4,293186.25,37129.25
"Northern pintail","nopi",2004,4,160614.90,34339.39
"Ring-Necked Duck","rndu",2004,4,29305.80,18048.50
"Scaup","scau",2004,4,281817.90,65418.37
"American wigeon","amwi",2004,5,50768.18,9488.42
"Northern pintail","nopi",2004,5,28317.36,6181.26
"Ring-Necked Duck","rndu",2004,5,1863.81,845.86
"Scaup","scau",2004,5,20814.18,5648.85
"American wigeon","amwi",2004,6,46017.37,8548.62
"Northern pintail","nopi",2004,6,34474.85,5985.17
"Ring-Necked Duck","rndu",2004,6,7210.87,2114.44
"Scaup","scau",2004,6,16136.57,3523.98
"American wigeon","amwi",2004,7,6935.00,1537.91
"Northern pintail","nopi",2004,7,2610.40,865.87
"Ring-Necked Duck","rndu",2004,7,4341.60,1365.48
"Scaup","scau",2004,7,3530.80,1490.90
"American wigeon","amwi",2004,8,69420.52,14660.26
"Northern pintail","nopi",2004,8,64000.27,14569.09
"Ring-Necked Duck","rndu",2004,8,0.00,0.00
"Scaup","scau",2004,8,106957.66,25250.00
"American wigeon","amwi",2004,9,161466.09,22783.40
"Northern pintail","nopi",2004,9,385679.53,42909.30
"Ring-Necked Duck","rndu",2004,9,4112.76,1845.36
"Scaup","scau",2004,9,348506.03,48899.88
"American wigeon","amwi",2004,10,15840.00,6654.96
"Northern pintail","nopi",2004,10,110295.62,41454.18
"Ring-Necked Duck","rndu",2004,10,0.00,0.00
"Scaup","scau",2004,10,16187.87,5905.37
"American wigeon","amwi",2004,11,59064.00,12154.37
"Northern pintail","nopi",2004,11,81247.55,18527.20
"Ring-Necked Duck","rndu",2004,11,1344.18,1314.92
"Scaup","scau",2004,11,43022.91,8387.00
"American wigeon","amwi",2004,12,61848.15,25807.31
"Northern pintail","nopi",2004,12,24163.14,3614.51
"Ring-Necked Duck","rndu",2004,12,1979.85,666.07
"Scaup","scau",2004,12,38596.67,13975.96
"American wigeon","amwi",2004,13,45969.52,26356.79
"Northern pintail","nopi",2004,13,14585.66,7124.28
"Ring-Necked Duck","rndu",2004,13,4959.67,1995.31
"Scaup","scau",2004,13,15382.12,6930.39
"American wigeon","amwi",2004,14,75157.12,20477.08
"Northern pintail","nopi",2004,14,33948.88,11742.02
"Ring-Necked Duck","rndu",2004,14,3538.35,1965.70
"Scaup","scau",2004,14,363821.67,72480.15
"American wigeon","amwi",2004,15,69637.56,41552.31
"Northern pintail","nopi",2004,15,22371.48,18054.79
"Ring-Necked Duck","rndu",2004,15,13148.15,9940.62
"Scaup","scau",2004,15,172266.98,32058.10
"American wigeon","amwi",2004,16,7599.33,5447.15
"Northern pintail","nopi",2004,16,0.00,0.00
"Ring-Necked Duck","rndu",2004,16,7379.06,5692.65
"Scaup","scau",2004,16,276029.49,45181.40
"American wigeon","amwi",2004,17,124133.88,28055.22
"Northern pintail","nopi",2004,17,30913.76,17085.05
"Ring-Necked Duck","rndu",2004,17,25228.42,6769.38
"Scaup","scau",2004,17,351301.26,106137.46
